Institution,Dataset,Dataset-URL,Filename,License,Attribution,Image-URI,MIME type,Kick-Off
Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen,Nordrhein-Westfälische Bibliographie (NWBib),https://codingdavinci.de/de/daten/nordrhein-westfaelische-bibliographie-nwbib,nordrhein-westfalische-bibliographie-nwbib.jpg,public domain,,/sites/default/files/2019-10/nordrhein-westfalische-bibliographie-nwbib.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
kult Westmünsterland,Lampensammlung Touché (Museum),https://codingdavinci.de/de/daten/lampensammlung-touche-museum,lampensammlung-touche-museum.jpg,CC BY-SA 3.0 DE,Kreis Borken,/sites/default/files/2019-10/lampensammlung-touche-museum.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
kult Westmünsterland,Bestand an Büchern zur Elektrifizierung des Kreises Borken um die Jahrhundertwende (Bibliothek),https://codingdavinci.de/de/daten/bestand-buechern-zur-elektrifizierung-des-kreises-borken-um-die-jahrhundertwende-bibliothek,bestand-an-buchern-zur-elektrifizierung-des-kreises-borken-um-die-jahrhundertwende-bibliothek.jpg,CC BY-SA 3.0 DE,Kreis Borken,/sites/default/files/2019-10/bestand-an-buchern-zur-elektrifizierung-des-kreises-borken-um-die-jahrhundertwende-bibliothek.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
kult Westmünsterland,Akten zur Elektrifizierung des Kreises Borken (Archiv),https://codingdavinci.de/de/daten/akten-zur-elektrifizierung-des-kreises-borken-archiv,akten-zur-elektrifizierung-des-kreises-borken-archiv.jpg,CC BY-SA 3.0 DE,Kreis Borken,/sites/default/files/2019-10/akten-zur-elektrifizierung-des-kreises-borken-archiv.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
LVR-Institut für Landeskunde und Regionalgeschichte,Rheinisches Mitmachwörterbuch,https://codingdavinci.de/de/daten/rheinisches-mitmachwoerterbuch,rheinisches-mitmachworterbuch.jpg,CC BY 3.0 DE,LVR-Institut für Landeskunde und Regionalgeschichte,/sites/default/files/2019-10/rheinisches-mitmachworterbuch.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
LWL-Freilichtmuseum Detmold,Originalstandorte & originelle Standorte. Das Nicht-Sichtbare sichtbar machen,https://codingdavinci.de/de/daten/originalstandorte-originelle-standorte-das-nicht-sichtbare-sichtbar-machen,originalstandorte-originelle-standorte-das-nicht-sichtbare-sichtbar-machen.jpg,CC BY-SA 4.0,LWL-Freilichtmuseum Detmold,/sites/default/files/2019-10/originalstandorte-originelle-standorte-das-nicht-sichtbare-sichtbar-machen.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
LWL-Freilichtmuseum Hagen,Photogrammetrisch dokumentierte Maschinenhalle,https://codingdavinci.de/de/daten/photogrammetrisch-dokumentierte-maschinenhalle,photogrammetrisch-dokumentierte-maschinenhalle.jpg,CC BY-SA 4.0,LWL-Freilichtmuseum Hagen,/sites/default/files/2019-10/photogrammetrisch-dokumentierte-maschinenhalle.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
LWL-Industriemuseum,"Sound-Archiv ""Work with Sounds""/""Sounds of Changes""",https://codingdavinci.de/de/daten/sound-archiv-work-soundssounds-changes,sound-archiv-work-with-sounds-sounds-of-changes_0.jpg,CC BY 4.0,LWL-Industriemuseum,/sites/default/files/2019-10/sound-archiv-work-with-sounds-sounds-of-changes_0.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
LWL-Medienzentrum für Westfalen,Fotosammlung Reichling und Filmbilder Winterberg,https://codingdavinci.de/de/daten/fotosammlung-reichling-und-filmbilder-winterberg,fotosammlung-reichling-und-filmbilder-winterberg.jpg,CC BY-SA 3.0 DE,LWL-Medienzentrum für Westfalen,/sites/default/files/2019-10/fotosammlung-reichling-und-filmbilder-winterberg.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
LWL-Museum für Archäologie - Westfälisches Landesmuseum,Schaufenster der Archäologie Westfalens (Dauerausstellung),https://codingdavinci.de/de/daten/schaufenster-der-archaeologie-westfalens-dauerausstellung,dauerausstellung-schaufenster-der-archaologie-westfalens.jpg,CC BY 4.0,LWL-Museum für Archäologie Herne,/sites/default/files/2019-10/dauerausstellung-schaufenster-der-archaologie-westfalens.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
LWL-Museum für Kunst und Kultur,August Mackes Tunisreise 1914,https://codingdavinci.de/de/daten/august-mackes-tunisreise-1914,august-mackes-tunisreise-1914.jpg,CC BY-SA 4.0,LWL-Museum für Kunst und Kultur,/sites/default/files/2019-10/august-mackes-tunisreise-1914.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Lehmbruck Museum,Werke von Wilhelm Lehmbruck,https://codingdavinci.de/de/daten/werke-von-wilhelm-lehmbruck,werke-von-wilhelm-lehmbruck.jpg,CC BY 4.0,Fotograf: Dejan Saric,/sites/default/files/2019-10/werke-von-wilhelm-lehmbruck.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
"Marta Herford Museum für Kunst, Architektur, Design",Außenansicht Museumsgebäude und Skulpturen im Außenraum für die Öffentlichkeitsarbeit,https://codingdavinci.de/de/daten/aussenansicht-museumsgebaeude-und-skulpturen-im-aussenraum-fuer-die-oeffentlichkeitsarbeit,aussenansicht-museumsgebaude-und-skulpturen-im-aussenraum-fur-die-offentlichkeitsarbeit.jpg,CC0 1.0,,/sites/default/files/2019-10/aussenansicht-museumsgebaude-und-skulpturen-im-aussenraum-fur-die-offentlichkeitsarbeit.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Montanhistorisches Dokumentationszentrum,Objekte zu Grubenunglücken,https://codingdavinci.de/de/daten/objekte-zu-grubenungluecken,objekte-zu-grubenunglucken.jpg,CC BY 4.0,Montanhistorisches Dokumentationszentrum (montan.dok) beim Deutschen Bergbau-Museum Bochum,/sites/default/files/2019-10/objekte-zu-grubenunglucken.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Montanhistorisches Dokumentationszentrum,Arbeitssicherheit und Arbeitsschutz,https://codingdavinci.de/de/daten/arbeitssicherheit-und-arbeitsschutz,arbeitssicherheit-und-arbeitsschutz.jpg,CC BY 4.0,Montanhistorisches Dokumentationszentrum (montan.dok) beim Deutschen Bergbau-Museum Bochum,/sites/default/files/2019-10/arbeitssicherheit-und-arbeitsschutz.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Museum für Kunst und Kulturgeschichte Dortmund,Gemäldesammlung 19. Jahrhundert,https://codingdavinci.de/de/daten/gemaeldesammlung-19-jahrhundert,gemaldesammlung-19-jahrhundert.jpg,CC BY 4.0,Museum für Kunst und Kulturgeschichte Dortmund,/sites/default/files/2019-10/gemaldesammlung-19-jahrhundert.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Museumsschule Hiddenhausen e.V.,Objekte und Lehrmittel der Museumsschule,https://codingdavinci.de/de/daten/objekte-und-lehrmittel-der-museumsschule,objekte-und-lehrmittel-der-museumsschule.jpg,CC0 1.0,,/sites/default/files/2019-10/objekte-und-lehrmittel-der-museumsschule.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Siegerlandmuseum im Oberen Schloss,Medici-Zyklus,https://codingdavinci.de/de/daten/medici-zyklus,medici-zyklus.jpg,public domain,,/sites/default/files/2019-10/medici-zyklus.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Stadtarchiv Moers,Die Zerstörung einer Stadt - Moers im Zweiten Weltkrieg,https://codingdavinci.de/de/daten/die-zerstoerung-einer-stadt-moers-im-zweiten-weltkrieg,die-zerstorung-einer-stadt-moers-im-zweiten-weltkrieg.jpg,CC BY 3.0 DE,Stadtarchiv Moers,/sites/default/files/2019-10/die-zerstorung-einer-stadt-moers-im-zweiten-weltkrieg.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Theater Dortmund,Memories of Borderline,https://codingdavinci.de/de/daten/memories-borderline,memories-of-borderline.jpg,CC BY-SA 4.0,CyberRäuber / Theater Dortmund,/sites/default/files/2019-10/memories-of-borderline.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Volkskundliche Kommission für Westfalen,Volksliedarchiv für Westfalen (älterer Teilbestand),https://codingdavinci.de/de/daten/volksliedarchiv-fuer-westfalen-aelterer-teilbestand,volksliedarchiv-fur-westfalen-alterer-teilbestand.jpg,CC BY 4.0,"Volkskundliche Kommission für Westfalen, Landschaftsverband Westfalen-Lippe",/sites/default/files/2019-10/volksliedarchiv-fur-westfalen-alterer-teilbestand.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Volkskundliche Kommission für Westfalen,"Thematischer Querschnitt zum Thema ""Tod und Bestattung""",https://codingdavinci.de/de/daten/thematischer-querschnitt-zum-thema-tod-und-bestattung,thematischer-querschnitt-zum-thema-tod-und-bestattung.jpg,CC BY 4.0,"Volkskundliche Kommission für Westfalen, Landschaftsverband Westfalen-Lippe",/sites/default/files/2019-10/thematischer-querschnitt-zum-thema-tod-und-bestattung.jpg,image/jpeg,Westfalen-Ruhrgebiet 2019
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas der Grenzen zwischen Frankreich und Preußen (1833),https://codingdavinci.de/de/daten/atlas-der-grenzen-zwischen-frankreich-und-preussen-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Archives départementales de la Moselle,Atlas des limites entre la France et la Prusse (1833),https://codingdavinci.de/fr/daten/atlas-des-limites-entre-la-france-et-la-prusse-1833,atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,CC BY 4.0,Archives départementales de la Moselle,/sites/default/files/2020-05/atlas-des-limites-entre-la-france-et-la-prusse-1833.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Digitalisierte historische luxemburgische Zeitungen,https://codingdavinci.de/de/daten/digitalisierte-historische-luxemburgische-zeitungen,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Bibliothèque nationale du Luxembourg,Journaux historiques luxembourgeois numérisés,https://codingdavinci.de/fr/daten/journaux-historiques-luxembourgeois-numerises,journaux-historiques-luxembourgeois-numerises.jpg,public domain,,/sites/default/files/2020-05/journaux-historiques-luxembourgeois-numerises.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),"Meisenthaler Glasfabrik, 1892",https://codingdavinci.de/de/daten/meisenthaler-glasfabrik-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Verrerie de Meisenthal en 1892,https://codingdavinci.de/fr/daten/verrerie-de-meisenthal-en-1892,verrerie-de-meisenthal-en-1892.jpg,CC BY 3.0,De Jongh Frères,/sites/default/files/2020-05/verrerie-de-meisenthal-en-1892.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Glassammlung des Meisenthaler Museums,https://codingdavinci.de/de/daten/glassammlung-des-meisenthaler-museums,collection-verre-du-musee-de-meisenthal_0.jpg,CC BY 3.0,"Verrerie d'art de Lorraine Burgun-Schverer & Co., Fotograf: Yvon Fleck",/sites/default/files/2020-05/collection-verre-du-musee-de-meisenthal_0.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Glassammlung des Meisenthaler Museums,https://codingdavinci.de/de/daten/glassammlung-des-meisenthaler-museums,collection-verre-du-musee-de-meisenthal_0.jpg,CC BY 3.0,"Verrerie d'art de Lorraine Burgun-Schverer & Co., Fotograf: Yvon Fleck",/sites/default/files/2020-05/collection-verre-du-musee-de-meisenthal_0.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Glassammlung des Meisenthaler Museums,https://codingdavinci.de/de/daten/glassammlung-des-meisenthaler-museums,collection-verre-du-musee-de-meisenthal_0.jpg,CC BY 3.0,"Verrerie d'art de Lorraine Burgun-Schverer & Co., Fotograf: Yvon Fleck",/sites/default/files/2020-05/collection-verre-du-musee-de-meisenthal_0.jpg,image/jpeg,Saar-Lor-Lux 2020
Centre international d'art verrier (CIAV),Glassammlung des Meisenthaler Museums,https://codingdavinci.de/de/daten/glassammlung-des-meisenthaler-museums,collection-verre-du-musee-de-meisenthal_0.jpg,CC BY 3.0,"Verrerie d'art de Lorraine Burgun-Schverer & Co., Fotograf: Yvon Fleck",/sites/default/files/2020-05/collection-verre-du-musee-de-meisenthal_0.jpg,image/jpeg,Saar-Lor-Lux 2020
